PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,16:30:36,Main Run,1B,9,Radio,Visual Only,Jump to trial 9,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:30:39,Main Run,1B,9,Radio,Visual Only,chime,0:00:02.43,2.434,NA,NA,
xxx,5/14/2015,16:30:40,Main Run,1B,9,Radio,Visual Only,r_command_correct,0:00:03.67,1.242,NA,NA,
xxx,5/14/2015,16:30:45,Main Run,1B,9,Radio,Visual Only,r_confirm_correct,0:00:08.82,5.153,NA,yes,
xxx,5/14/2015,16:30:45,Main Run,1B,10,Radio,Visual Only,next trial,0:00:08.85,0.031,NA,NA,
xxx,5/14/2015,16:30:48,Main Run,1B,10,Radio,Visual Only,chime,0:00:12.07,3.219,NA,NA,
xxx,5/14/2015,16:30:50,Main Run,1B,10,Radio,Visual Only,r_command_correct,0:00:13.62,1.547,NA,NA,
xxx,5/14/2015,16:30:55,Main Run,1B,10,Radio,Visual Only,r_confirm_correct,0:00:18.53,4.906,NA,yes,
xxx,5/14/2015,16:30:55,Main Run,1B,11,Radio,Visual Only,next trial,0:00:18.56,0.031,NA,NA,
xxx,5/14/2015,16:30:58,Main Run,1B,11,Radio,Visual Only,chime,0:00:21.78,3.219,NA,NA,
xxx,5/14/2015,16:30:59,Main Run,1B,11,Radio,Visual Only,r_command_correct,0:00:23.03,1.25,NA,NA,
xxx,5/14/2015,16:31:04,Main Run,1B,11,Radio,Visual Only,r_confirm_correct,0:00:28.03,5.001,NA,yes,
xxx,5/14/2015,16:31:05,Main Run,1B,12,Radio,Visual Only,next trial,0:00:28.28,0.256,NA,NA,
xxx,5/14/2015,16:31:08,Main Run,1B,12,Radio,Visual Only,chime,0:00:31.51,3.229,NA,NA,
xxx,5/14/2015,16:31:10,Main Run,1B,12,Radio,Visual Only,r_command_correct,0:00:33.44,1.922,NA,NA,
xxx,5/14/2015,16:31:15,Main Run,1B,12,Radio,Visual Only,r_confirm_correct,0:00:38.30,4.86,NA,yes,
xxx,5/14/2015,16:31:15,Main Run,1B,13,Radio,Visual Only,next trial,0:00:38.33,0.031,NA,NA,
xxx,5/14/2015,16:31:18,Main Run,1B,13,Radio,Visual Only,chime,0:00:41.56,3.235,NA,NA,
xxx,5/14/2015,16:35:44,Main Run,2B,1,TDT Short,NA,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:35:49,Main Run,2B,1,TDT Short,NA,chime,0:00:05.02,5.027,NA,NA,
xxx,5/14/2015,16:35:51,Main Run,2B,2,Radio,Visual Only,Jump to trial 2,0:00:00.00,-5.027,NA,NA,
xxx,5/14/2015,16:35:54,Main Run,2B,2,Radio,Visual Only,chime,0:00:03.22,3.221,NA,NA,
xxx,5/14/2015,16:35:55,Main Run,2B,2,Radio,Visual Only,r_command_correct,0:00:03.99,0.774,NA,NA,
xxx,5/14/2015,16:36:00,Main Run,2B,2,Radio,Visual Only,r_confirm_correct,0:00:08.84,4.847,NA,yes,
xxx,5/14/2015,16:36:00,Main Run,2B,3,Radio,Visual Only,next trial,0:00:08.87,0.03,NA,NA,
xxx,5/14/2015,16:36:03,Main Run,2B,3,Radio,Visual Only,chime,0:00:12.09,3.222,NA,NA,
xxx,5/14/2015,16:36:04,Main Run,2B,3,Radio,Visual Only,r_command_correct,0:00:12.83,0.74,NA,NA,
xxx,5/14/2015,16:36:12,Main Run,3A,1,TDT Long,NA,change scenario,0:00:20.61,20.618,NA,NA,
xxx,5/14/2015,16:36:16,Main Run,3A,9,Radio,Visual Only,Jump to trial 9,0:00:00.00,-20.618,NA,NA,
xxx,5/14/2015,16:36:20,Main Run,3A,9,Radio,Visual Only,chime,0:00:03.22,3.221,NA,NA,
