PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,14:20:18,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,14:20:22,Practice,NA,1,Radio,Visual Only,chime,0:00:03.22,3.225,NA,NA,
xxx,5/14/2015,14:20:24,Practice,NA,1,Radio,Visual Only,r_command_correct,0:00:05.45,5.458,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,14:21:36,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,14:21:39,Practice,NA,1,Radio,Visual Only,chime,0:00:03.22,3.227,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,14:21:50,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,14:21:53,Practice,NA,1,Radio,Visual Only,chime,0:00:03.22,3.224,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,14:22:06,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,14:22:09,Practice,NA,1,Radio,Visual Only,chime,0:00:03.22,3.227,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,14:22:22,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,14:22:25,Practice,NA,1,Radio,Visual Only,chime,0:00:03.22,3.225,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,16:16:59,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:17:02,Practice,NA,1,Radio,Visual Only,chime,0:00:03.21,3.212,NA,NA,
xxx,5/14/2015,16:17:03,Practice,NA,1,Radio,Visual Only,r_command_correct,0:00:04.10,4.103,NA,NA,
xxx,5/14/2015,16:17:08,Practice,NA,1,Radio,Visual Only,r_confirm_correct,0:00:09.00,9.01,NA,yes,
xxx,5/14/2015,16:17:08,Practice,NA,2,Radio,Visual Only,next trial,0:00:09.04,0.031,NA,NA,
xxx,5/14/2015,16:17:11,Practice,NA,2,Radio,Visual Only,chime,0:00:12.27,3.234,NA,NA,
xxx,5/14/2015,16:17:17,Practice,NA,1,Nav Easy,Audio Only,change scenario,0:00:18.44,18.448,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,16:17:18,Practice,NA,1,Nav Easy,Audio Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:17:19,Practice,NA,1,Nav Easy,Audio Only,(nav) end prompt,0:00:01.12,1.125,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,16:17:49,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:17:52,Practice,NA,1,Radio,Visual Only,chime,0:00:03.21,3.218,NA,NA,
xxx,5/14/2015,16:17:54,Practice,NA,1,Radio,Visual Only,r_command_correct,0:00:04.64,4.64,NA,NA,
xxx,5/14/2015,16:18:00,Practice,NA,1,Radio,Visual Only,r_confirm_correct,0:00:10.74,10.75,NA,yes,
xxx,5/14/2015,16:18:00,Practice,NA,2,Radio,Visual Only,next trial,0:00:10.76,0.016,NA,NA,
xxx,5/14/2015,16:18:03,Practice,NA,2,Radio,Visual Only,chime,0:00:14.00,3.234,NA,NA,
